FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,ICTIndex,year,week,Timeline
Toby,Alderweireld,DEF,TOT,6000000,2,38,3.8,6.33333333333333e-07,6.33333333333333e-06,0,370913,3,7,0,0,0,0,0,6.3,100648,0,0,38,0,0.6,0,3.7,3,0,5,0,0,10.1,159536,0,0,0,0,900,8299,0,0,200,Crystal Palace,Arsenal,West Brom,Leicester,Watford,27.7,2017,10,Y17W10
Trent,Alexander-Arnold,DEF,LIV,4200000,0,1,0.0333333333333333,7.936507936507941e-09,2.38095238095238e-07,0,139885,2,8,0,0,0,0,0,0.2,5529,-3,1,1,3,0.0,0,0.0,0,0,0,0,0,1.1,68666,0,0,0,0,270,1095,-1,0,38,West Ham,Southampton,Chelsea,Stoke,Brighton,20.7,2017,10,Y17W10
Joe,Allen,MID,STK,5200000,2,20,2.2,4.23076923076923e-07,3.84615384615385e-06,0,145624,4,13,0,0,0,0,0,3.8,3352,-3,1,20,3,0.3,0,1.3,1,0,2,0,1,1.5,15943,0,0,0,0,803,573,-1,0,106,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,34.0,2017,10,Y17W10
Bamidele,Alli,MID,TOT,9300000,2,49,4.9,5.268817204301078e-07,5.26881720430107e-06,0,1160115,1,7,0,0,0,3,0,5.3,35610,-2,0,49,2,0.5,0,4.7,4,0,5,0,2,21.7,542598,0,0,0,1,891,102248,0,0,145,Crystal Palace,Arsenal,West Brom,Leicester,Watford,81.8,2017,10,Y17W10
Marcos,Alonso,DEF,CHE,6900000,6,40,4.0,5.79710144927536e-07,5.79710144927536e-06,0,667339,3,10,0,0,0,2,0,5.8,44378,-1,0,40,1,0.4,0,2.7,3,0,3,0,0,14.2,542075,0,0,0,1,845,4709,0,0,184,Man Utd,West Brom,Liverpool,Swansea,Newcastle,56.2,2017,10,Y17W10
Daniel,Amartey,MID,LEI,4400000,0,1,0.0333333333333333,7.57575757575758e-09,2.2727272727272702e-07,0,11625,0,2,0,0,0,0,0,0.2,632,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.2,8692,0,0,0,0,18,154,0,0,2,Stoke,Man City,West Ham,Tottenham,Burnley,0.6,2017,10,Y17W10
Ethan,Ampadu,MID,CHE,4500000,0,0,0.0,0.0,0.0,0,86,0,0,0,0,0,0,0,0.0,45,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,186,0,0,0,0,0,83,0,0,0,Man Utd,West Brom,Liverpool,Swansea,Newcastle,0.0,2017,10,Y17W10
Nordin,Amrabat,MID,WAT,5000000,0,6,2.0,4e-07,1.2e-06,0,7297,0,3,0,0,0,0,0,1.2,61,0,0,6,0,0.0,0,0.0,0,0,1,0,0,0.0,3617,0,0,0,0,198,2,0,0,11,Everton,West Ham,Newcastle,Man Utd,Tottenham,8.0,2017,10,Y17W10
Keshi,Anderson,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,30270,0,0,0,0,0,0,0,0.0,2377,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,44776,0,0,0,0,0,996,0,0,0,Tottenham,Everton,Stoke,Brighton,West Brom,0.0,2017,10,Y17W10
Michail,Antonio,MID,WHU,7500000,1,27,3.0,4e-07,3.6000000000000007e-06,0,65981,1,10,0,0,0,1,0,3.6,8450,0,0,27,0,0.5,0,3.7,1,0,3,0,1,0.4,71476,0,0,0,0,662,408,0,0,67,Liverpool,Watford,Leicester,Everton,Man City,44.0,2017,10,Y17W10
Scott,Arfield,MID,BUR,4900000,0,19,0.633333333333333,1.2925170068027198e-07,3.8775510204081595e-06,0,12702,3,7,0,0,0,1,0,3.9,1373,-1,0,19,1,0.2,0,1.0,3,0,2,0,0,0.3,20393,0,0,0,1,496,107,0,0,53,Southampton,Swansea,Arsenal,Bournemouth,Leicester,16.2,2017,10,Y17W10
Marko,Arnautovic,MID,WHU,6800000,0,6,0.2,2.94117647058824e-08,8.823529411764709e-07,0,95143,0,12,0,0,0,0,0,0.9,1806,-2,1,6,2,0.1,0,1.0,0,0,0,0,0,0.6,31418,0,0,0,0,337,152,-1,1,17,Liverpool,Watford,Leicester,Everton,Man City,14.4,2017,10,Y17W10
Harry,Arter,MID,BOU,4900000,0,9,1.5,3.06122448979592e-07,1.8367346938775502e-06,0,29202,2,9,0,0,0,0,0,1.8,987,-1,0,9,1,0.1,0,0.3,0,0,0,0,0,0.4,8407,0,0,0,0,463,120,0,0,66,Newcastle,Huddersfield,Swansea,Burnley,Southampton,13.8,2017,10,Y17W10
Christian,Atsu,MID,NEW,5100000,2,34,3.4,6.66666666666667e-07,6.66666666666667e-06,0,249413,0,9,0,0,0,1,0,6.7,16701,1,0,34,-1,0.6,0,3.3,2,0,2,0,2,4.4,335924,0,0,0,0,832,9862,0,0,100,Bournemouth,Man Utd,Watford,West Brom,Chelsea,50.2,2017,10,Y17W10
Serge,Aurier,DEF,TOT,5900000,2,3,0.1,1.6949152542372902e-08,5.084745762711859e-07,0,23693,0,4,0,0,0,0,0,0.5,1347,-1,0,3,1,0.2,0,1.3,0,0,0,0,0,0.3,33638,0,0,0,0,276,6289,0,1,14,Crystal Palace,Arsenal,West Brom,Leicester,Watford,11.1,2017,10,Y17W10
Charlie,Austin,FWD,SOU,6100000,0,13,0.4333333333333329,7.10382513661202e-08,2.13114754098361e-06,0,66412,0,0,0,0,0,1,0,2.1,1670,-4,0,13,4,0.1,0,0.7,2,0,0,0,0,0.3,18335,0,0,0,0,78,167,0,0,41,Burnley,Liverpool,Everton,Man City,Bournemouth,11.2,2017,10,Y17W10
Andre,Ayew,MID,WHU,6900000,7,29,3.2,4.63768115942029e-07,4.20289855072464e-06,0,69465,1,11,0,0,0,2,0,4.2,2189,-1,0,29,1,0.4,0,2.7,2,0,1,0,1,1.3,34956,0,0,0,0,502,5368,0,0,105,Liverpool,Watford,Leicester,Everton,Man City,25.5,2017,10,Y17W10
Jordan,Ayew,FWD,SWA,5000000,2,30,3.0,6e-07,6e-06,0,176686,0,12,0,0,0,1,0,6.0,15596,0,0,30,0,0.8,0,4.0,0,0,4,0,2,4.1,267850,0,0,0,0,890,28267,0,0,109,Brighton,Burnley,Bournemouth,Chelsea,Stoke,39.5,2017,10,Y17W10
Cesar,Azpilicueta,DEF,CHE,6700000,8,55,5.5,8.2089552238806e-07,8.2089552238806e-06,0,301304,1,10,0,0,0,1,0,8.2,33353,2,0,55,-2,0.7,0,4.7,7,0,4,0,4,16.1,502379,1,0,0,1,900,28378,0,0,265,Man Utd,West Brom,Liverpool,Swansea,Newcastle,49.7,2017,10,Y17W10
Eric,Bailly,DEF,MUN,6100000,6,44,6.3,1.0327868852458999e-06,7.213114754098358e-06,0,585969,2,2,0,0,0,1,0,7.2,10337,1,0,44,-1,0.3,0,2.0,3,0,6,0,0,10.1,526467,0,0,0,1,630,9892,0,0,183,Chelsea,Newcastle,Brighton,Watford,Arsenal,24.6,2017,10,Y17W10
Leighton,Baines,DEF,EVE,5800000,1,16,1.6,2.75862068965517e-07,2.75862068965517e-06,0,296047,1,20,0,0,0,0,0,2.8,15076,-2,0,16,2,0.2,0,1.0,0,0,1,0,0,5.1,40585,0,0,0,0,893,2034,0,0,132,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,34.0,2017,10,Y17W10
Tiemoue,Bakayoko,MID,CHE,5100000,3,31,3.4,6.66666666666667e-07,6.07843137254902e-06,0,88271,1,7,0,0,0,1,0,6.1,18128,1,0,31,-1,1.1,0,5.7,3,0,2,0,2,3.8,236895,0,0,0,0,672,20684,0,0,147,Man Utd,West Brom,Liverpool,Swansea,Newcastle,36.7,2017,10,Y17W10
Sam,Baldock,FWD,BHA,4900000,0,0,0.0,0.0,0.0,0,1238,0,0,0,0,0,0,0,0.0,47,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,572,0,0,0,0,0,45,0,0,0,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,0.0,2017,10,Y17W10
Beni,Baningime,MID,EVE,4500000,1,1,0.0333333333333333,7.407407407407409e-09,2.22222222222222e-07,0,10,0,0,0,0,0,0,0,0.2,10,0,0,1,0,0.2,0,1.0,0,0,0,0,0,0.0,59,0,0,0,0,45,59,0,0,3,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0.0,2017,10,Y17W10
Phil,Bardsley,DEF,BUR,4300000,0,0,0.0,0.0,0.0,0,4712,0,0,0,0,0,0,0,0.0,166,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,893,0,0,0,0,0,43,0,0,0,Southampton,Swansea,Arsenal,Bournemouth,Leicester,0.0,2017,10,Y17W10
Ross,Barkley,MID,EVE,7400000,0,0,0.0,0.0,0.0,0,8969,0,0,0,0,0,0,0,0.0,103,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,684,0,0,0,0,0,20,0,0,0,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0.0,2017,10,Y17W10
Ashley,Barnes,FWD,BUR,5200000,2,9,0.3,5.76923076923077e-08,1.7307692307692296e-06,0,31716,2,3,0,0,0,0,0,1.7,960,-3,0,9,3,0.3,0,1.3,0,0,1,0,0,0.3,4923,0,0,0,0,287,465,0,0,23,Southampton,Swansea,Arsenal,Bournemouth,Leicester,9.1,2017,10,Y17W10
Modou,Barrow,MID,SWA,5000000,0,0,0.0,0.0,0.0,0,241,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,37,0,0,0,0,0,2,0,0,0,Brighton,Burnley,Bournemouth,Chelsea,Stoke,0.0,2017,10,Y17W10
Gareth,Barry,MID,WBA,4500000,8,25,2.8,6.22222222222222e-07,5.55555555555556e-06,0,74920,0,12,0,0,0,0,0,5.6,2838,0,0,25,0,0.8,0,3.7,0,0,2,0,2,1.5,49598,0,0,0,0,772,8730,0,0,111,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,29.7,2017,10,Y17W10
Kyle,Bartley,DEF,SWA,4400000,0,3,1.5,3.40909090909091e-07,6.81818181818182e-07,0,4790,0,1,0,0,0,0,0,0.7,89,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,0.1,674,0,0,0,0,75,6,0,0,18,Brighton,Burnley,Bournemouth,Chelsea,Stoke,3.9,2017,10,Y17W10
Michy,Batshuayi,FWD,CHE,8100000,1,16,2.3,2.83950617283951e-07,1.97530864197531e-06,0,131821,0,6,0,0,0,2,0,2.0,16027,-4,0,16,4,0.6,0,4.7,3,0,0,0,0,1.0,95019,1,0,0,1,194,2275,0,0,56,Man Utd,West Brom,Liverpool,Swansea,Newcastle,16.1,2017,10,Y17W10
Jan,Bednarek,DEF,SOU,4200000,0,0,0.0,0.0,0.0,0,7240,0,0,0,0,0,0,0,0.0,189,-3,1,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1007,0,0,0,0,0,119,-1,0,0,Burnley,Liverpool,Everton,Man City,Bournemouth,0.0,2017,10,Y17W10
Asmir,Begovic,GLK,BOU,4500000,3,27,2.7,6e-07,6e-06,0,115211,1,14,0,34,0,0,0,6.0,4517,0,0,27,0,0.5,0,2.3,0,0,1,0,0,3.8,35995,0,0,0,0,900,1702,0,0,167,Newcastle,Huddersfield,Swansea,Burnley,Southampton,24.8,2017,10,Y17W10
Valon,Behrami,MID,WAT,4500000,0,0,0.0,0.0,0.0,0,9013,0,0,0,0,0,0,0,0.0,117,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,597,0,0,0,0,0,4,0,0,0,Everton,West Ham,Newcastle,Man Utd,Tottenham,0.0,2017,10,Y17W10
Hector,Bellerin,DEF,ARS,5900000,2,37,3.7,6.27118644067797e-07,6.27118644067797e-06,0,381718,1,13,0,0,0,0,0,6.3,37236,-1,0,37,1,0.2,0,1.3,4,0,4,0,1,9.9,170390,0,0,0,1,900,3412,0,0,184,Man City,Tottenham,Burnley,Huddersfield,Man Utd,46.2,2017,10,Y17W10
Yohan,Benalouane,DEF,LEI,4300000,0,0,0.0,0.0,0.0,0,2323,0,0,0,0,0,0,0,0.0,109,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,595,0,0,0,0,0,67,0,0,0,Stoke,Man City,West Ham,Tottenham,Burnley,0.0,2017,10,Y17W10
Christian,Benteke,FWD,CRY,7600000,0,9,1.5,1.97368421052632e-07,1.18421052631579e-06,0,373463,3,11,0,0,0,0,0,1.2,2333,-4,0,9,4,0.0,0,0.0,0,0,0,0,0,2.0,27716,0,0,0,0,521,60,0,0,-11,Tottenham,Everton,Stoke,Brighton,West Brom,21.3,2017,10,Y17W10
Saido,Berahino,FWD,STK,5700000,1,10,1.7,2.98245614035088e-07,1.75438596491228e-06,0,28393,0,1,0,0,0,0,0,1.8,733,-3,0,10,3,0.1,1,0.7,0,0,2,0,1,0.3,11165,0,0,0,0,242,265,0,0,19,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,12.3,2017,10,Y17W10
Steven,Berghuis,MID,WAT,5000000,0,0,0.0,0.0,0.0,0,209,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,25,0,0,0,0,0,0,0,0,0,Everton,West Ham,Newcastle,Man Utd,Tottenham,0.0,2017,10,Y17W10
,Bernardo Silva,MID,MCI,7500000,2,21,0.7,9.33333333333333e-08,2.8e-06,0,92807,0,2,0,0,0,1,0,2.8,1535,-5,0,21,5,0.6,0,4.7,0,0,1,0,1,0.6,18352,0,0,0,0,338,1038,0,0,89,Arsenal,Leicester,Huddersfield,Southampton,West Ham,31.6,2017,10,Y17W10
Ryan,Bertrand,DEF,SOU,5500000,2,34,3.4,6.18181818181818e-07,6.18181818181818e-06,0,439087,0,10,0,0,0,0,0,6.2,20578,0,0,34,0,0.5,0,3.0,2,0,4,0,0,9.7,219048,0,0,0,0,895,8372,0,0,179,Burnley,Liverpool,Everton,Man City,Bournemouth,40.4,2017,10,Y17W10
Muhamed,Besic,MID,EVE,4400000,0,2,0.0666666666666667,1.5151515151515202e-08,4.54545454545455e-07,0,8432,0,0,0,0,0,0,0,0.5,482,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.2,7677,0,0,0,0,46,107,0,0,10,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,3.0,2017,10,Y17W10
Philip,Billing,MID,HUD,4500000,0,12,0.4,8.888888888888891e-08,2.66666666666667e-06,0,29575,2,5,0,0,0,0,0,2.7,2034,0,0,12,0,0.1,0,0.3,0,0,3,0,0,0.4,31493,0,0,0,0,420,25,0,0,52,West Brom,Bournemouth,Man City,Arsenal,Everton,12.6,2017,10,Y17W10
Daley,Blind,DEF,MUN,5300000,0,19,0.633333333333333,1.19496855345912e-07,3.58490566037736e-06,0,159509,0,0,0,0,0,0,0,3.6,5173,-2,1,19,2,0.0,0,0.0,0,0,3,0,0,1.3,128817,0,0,0,0,271,475,-1,0,84,Chelsea,Newcastle,Brighton,Watford,Arsenal,14.8,2017,10,Y17W10
Jeremie,Boga,MID,CHE,6000000,0,1,1.0,1.66666666666667e-07,1.66666666666667e-07,0,892,0,0,0,0,0,0,0,0.2,11,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,519,0,0,0,0,17,4,0,0,1,Man Utd,West Brom,Liverpool,Swansea,Newcastle,0.0,2017,10,Y17W10
,Bojan,MID,STK,5500000,0,2,2.0,3.63636363636364e-07,3.63636363636364e-07,0,6269,0,1,0,0,0,0,0,0.4,47,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.1,1857,0,0,0,0,71,1,0,0,5,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,1.9,2017,10,Y17W10
Yannick,Bolasie,MID,EVE,6400000,0,0,0.0,0.0,0.0,0,3417,0,0,0,0,0,0,0,0.0,74,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,468,0,0,0,0,0,21,0,0,0,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0.0,2017,10,Y17W10
Gaetan,Bong,DEF,BHA,4400000,1,8,0.266666666666667,6.06060606060606e-08,1.81818181818182e-06,0,3745,1,3,0,0,0,0,0,1.8,123,-1,0,8,1,0.5,0,2.3,0,0,1,0,0,0.1,1175,0,0,0,0,270,220,0,0,55,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,5.8,2017,10,Y17W10
Wilfried,Bony,FWD,SWA,5700000,0,7,0.23333333333333306,4.093567251461991e-08,1.2280701754386e-06,0,50555,1,2,0,0,0,0,0,1.2,1779,-3,1,7,3,0.0,0,0.0,0,0,0,0,1,0.2,54109,0,0,0,0,168,69,-1,0,15,Brighton,Burnley,Bournemouth,Chelsea,Stoke,7.1,2017,10,Y17W10
Artur,Boruc,GLK,BOU,4300000,0,0,0.0,0.0,0.0,0,122782,0,0,0,0,0,0,0,0.0,4029,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,1.8,3290,0,0,0,0,0,170,0,0,0,Newcastle,Huddersfield,Swansea,Burnley,Southampton,0.0,2017,10,Y17W10
Sofiane,Boufal,MID,SOU,5700000,2,15,0.5,8.7719298245614e-08,2.63157894736842e-06,0,9152,0,4,0,0,0,1,0,2.6,777,-3,0,15,3,0.6,0,3.7,2,0,0,0,0,0.2,5883,0,0,0,0,231,1433,0,0,62,Burnley,Liverpool,Everton,Man City,Bournemouth,21.0,2017,10,Y17W10
,Brad Smith,DEF,BOU,4000000,0,0,0.0,0.0,0.0,0,127742,0,0,0,0,0,0,0,0.0,6529,0,0,0,0,0.0,0,0.0,0,0,0,0,0,3.0,49021,0,0,0,0,0,127,0,0,0,Newcastle,Huddersfield,Swansea,Burnley,Southampton,0.0,2017,10,Y17W10
Robbie,Brady,MID,BUR,5500000,3,32,3.2,5.81818181818182e-07,5.81818181818182e-06,0,106807,2,9,0,0,0,0,0,5.8,9583,0,0,32,0,0.4,0,2.3,4,0,4,0,2,1.8,165262,0,0,0,0,887,1643,0,0,122,Southampton,Swansea,Arsenal,Bournemouth,Leicester,60.8,2017,10,Y17W10
Claudio,Bravo,GLK,MCI,4700000,0,1,0.0333333333333333,7.092198581560279e-09,2.1276595744680886e-07,0,31604,0,0,0,0,0,0,0,0.2,939,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.5,6231,0,0,0,0,44,173,0,0,4,Arsenal,Leicester,Huddersfield,Southampton,West Ham,0.3,2017,10,Y17W10
Miguel,Britos,DEF,WAT,4500000,2,14,2.3,5.11111111111111e-07,3.11111111111111e-06,0,119649,1,9,0,0,0,1,0,3.1,1473,0,0,14,0,0.3,0,1.3,0,0,1,0,0,1.0,113529,0,0,0,0,473,410,0,1,89,Everton,West Ham,Newcastle,Man Utd,Tottenham,19.7,2017,10,Y17W10
Leon,Britton,MID,SWA,4400000,0,9,0.3,6.81818181818182e-08,2.04545454545455e-06,0,5999,1,1,0,0,0,0,0,2.0,547,-1,0,9,1,0.3,0,1.3,0,0,3,0,0,0.1,3485,0,0,0,0,269,85,0,0,25,Brighton,Burnley,Bournemouth,Chelsea,Stoke,1.6,2017,10,Y17W10
Isaiah,Brown,MID,BHA,5300000,1,6,0.2,3.77358490566038e-08,1.13207547169811e-06,0,3199,0,3,0,0,0,0,0,1.1,60,-2,0,6,2,0.2,0,1.0,0,0,0,0,0,0.0,359,0,0,0,0,123,18,0,0,18,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,4.1,2017,10,Y17W10
,Bruno,DEF,BHA,4500000,2,28,3.1,6.88888888888889e-07,6.22222222222222e-06,0,11992,2,8,0,0,0,0,0,6.2,1380,0,0,28,0,0.8,0,3.7,4,0,3,0,0,0.4,16692,0,0,0,0,736,1282,0,0,136,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,18.1,2017,10,Y17W10
Chris,Brunt,MID,WBA,5300000,0,19,0.633333333333333,1.19496855345912e-07,3.58490566037736e-06,0,113442,0,2,0,0,0,0,0,3.6,4462,-2,0,19,2,0.0,0,0.0,3,0,3,0,1,0.9,118816,0,0,0,0,402,69,0,0,90,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,21.8,2017,10,Y17W10
Harry,Bunn,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,512,0,0,0,0,0,0,0,0.0,8,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,63,0,0,0,0,0,1,0,0,0,West Brom,Bournemouth,Man City,Arsenal,Everton,0.0,2017,10,Y17W10
Oliver,Burke,MID,WBA,5200000,0,5,0.166666666666667,3.2051282051282105e-08,9.615384615384606e-07,0,2868,0,1,0,0,0,0,0,0.9,94,-3,1,5,3,0.0,0,0.0,0,0,0,0,1,0.0,3307,0,0,0,0,35,19,-1,0,16,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,5.6,2017,10,Y17W10
Jack,Butland,GLK,STK,5000000,6,29,2.9,5.8e-07,5.7999999999999995e-06,0,80294,0,20,0,25,0,0,0,5.8,3409,0,0,29,0,0.5,0,2.3,3,0,2,0,0,3.2,88789,0,0,0,1,900,1678,0,0,169,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,20.3,2017,10,Y17W10
Sam,Byram,DEF,WHU,4300000,0,0,0.0,0.0,0.0,0,6499,0,0,0,0,0,0,0,0.0,422,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,1145,0,0,0,0,0,79,0,0,0,Liverpool,Watford,Leicester,Everton,Man City,0.0,2017,10,Y17W10
Willy,Caballero,GLK,CHE,4800000,0,0,0.0,0.0,0.0,0,3348,0,0,0,0,0,0,0,0.0,124,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,517,0,0,0,0,0,33,0,0,0,Man Utd,West Brom,Liverpool,Swansea,Newcastle,0.0,2017,10,Y17W10
Yohan,Cabaye,MID,CRY,5400000,2,17,2.1,3.88888888888889e-07,3.14814814814815e-06,0,19739,3,12,0,0,0,0,0,3.1,1339,-1,0,17,1,0.6,0,3.3,3,0,0,0,1,0.3,10974,0,0,0,0,623,593,0,0,118,Tottenham,Everton,Stoke,Brighton,West Brom,46.7,2017,10,Y17W10
Gary,Cahill,DEF,CHE,6200000,0,9,0.3,4.8387096774193486e-08,1.45161290322581e-06,0,504693,0,8,0,0,0,0,0,1.4,11549,-3,1,9,3,0.1,0,0.7,1,0,1,0,0,3.3,27278,0,0,0,0,404,703,-1,1,75,Man Utd,West Brom,Liverpool,Swansea,Newcastle,10.7,2017,10,Y17W10
,Callum Wilson,FWD,BOU,5900000,1,1,0.0333333333333333,5.6497175141242895e-09,1.6949152542372902e-07,0,1740,0,0,0,0,0,0,0,0.2,239,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.1,2194,0,0,0,0,16,763,0,0,1,Newcastle,Huddersfield,Swansea,Burnley,Southampton,3.6,2017,10,Y17W10
