FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,ICTIndex
Seamus,Coleman,DEF,EVE,5500000,1,1,1,1.82E-07,1.82E-07,0,5009,0,2,0,0,0,0,0,0.2,5009,0,0,1,0,0.2,0,1,0,0,0,0,0,3.1,1717,0,0,0,0,90,1717,0,0,8,Southampton,Bournemouth,Huddersfield,West Ham,Arsenal,4.9
Matthew,Connolly,DEF,CAR,4000000,0,0,0,0,0,0,4813,0,0,0,0,0,0,0,0,4813,0,0,0,0,0,0,0,0,0,0,0,0,1.6,882,0,0,0,0,0,882,0,0,0,Newcastle,Huddersfield,Arsenal,Chelsea,Man City,0
Jack,Cork,MID,BUR,5000000,2,2,2,4.00E-07,4.00E-07,0,3405,1,0,0,0,0,0,0,0.4,3405,0,0,2,0,0.4,0,2,0,0,1,0,0,1.2,233,0,0,0,0,90,233,0,0,10,Watford,Fulham,Man Utd,Wolverhampton,Bournemouth,4.6
Helder,Costa,MID,WOL,5000000,2,2,2,4.00E-07,4.00E-07,0,3471,0,2,0,0,0,0,0,0.4,3471,0,0,2,0,0.4,0,2,0,0,0,0,0,0.8,535,0,0,0,0,70,535,0,0,6,Leicester,Man City,West Ham,Burnley,Man Utd,1.4
Thibaut,Courtois,GLK,CHE,5500000,0,0,0,0,0,0,22888,0,0,0,0,0,0,0,0,22888,0,0,0,0,0,0,0,0,0,0,0,0,1.2,24,0,0,0,0,0,24,0,0,0,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,0
Aaron,Cresswell,DEF,WHU,5500000,0,0,0,0,0,0,6749,0,0,0,0,0,0,0,0,6749,0,0,0,0,0,0,0,0,0,0,0,0,2,557,0,0,0,0,0,557,0,0,0,Bournemouth,Arsenal,Wolverhampton,Everton,Chelsea,0
,Cunningham,DEF,CAR,4500000,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0.1,30,0,0,0,0,0,30,0,0,0,Newcastle,Huddersfield,Arsenal,Chelsea,Man City,0
Pontus,Dahlberg,GLK,WAT,4500000,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0.1,18,0,0,0,0,0,18,0,0,0,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,0
,Dalot,DEF,MUN,5500000,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,23,0,0,0,Brighton,Tottenham,Burnley,Watford,Wolverhampton,0
Loic,Damour,MID,CAR,4500000,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0.1,37,0,0,0,0,0,37,0,0,0,Newcastle,Huddersfield,Arsenal,Chelsea,Man City,0
Charlie,Daniels,DEF,BOU,4500000,5,5,5,1.11E-06,1.11E-06,0,14374,1,0,0,0,0,0,0,1.1,14374,0,0,5,0,1.1,0,5,0,0,1,0,0,17.4,9356,0,0,0,0,90,9356,0,0,22,West Ham,Everton,Chelsea,Leicester,Burnley,3.2
,Danilo,DEF,MCI,5500000,0,0,0,0,0,0,5571,0,0,0,0,0,0,0,0,5571,0,0,0,0,0,0,0,0,0,0,0,0,1,353,0,0,0,0,0,353,0,0,0,Huddersfield,Wolverhampton,Newcastle,Fulham,Cardiff City,0
Scott,Dann,DEF,CRY,4500000,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,27,0,0,0,Liverpool,Watford,Southampton,Huddersfield,Newcastle,0
Karl,Darlow,GLK,NEW,4500000,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0.1,36,0,0,0,0,0,36,0,0,0,Cardiff City,Chelsea,Man City,Arsenal,Crystal Palace,0
Matteo,Darmian,DEF,MUN,5000000,2,2,2,4.00E-07,4.00E-07,0,1539,0,1,0,0,0,0,0,0.4,1539,0,0,2,0,0.4,0,2,0,0,0,0,0,0.5,1398,0,0,0,0,90,1398,0,0,16,Brighton,Tottenham,Burnley,Watford,Wolverhampton,3
,David Luiz,DEF,CHE,5500000,5,5,5,9.09E-07,9.09E-07,0,6651,1,0,0,0,0,0,0,0.9,6651,0,0,5,0,0.9,0,5,0,0,1,0,0,4,12670,0,0,0,0,90,12670,0,0,27,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,2.2
,David Silva,MID,MCI,8500000,0,0,0,0,0,0,25590,0,0,0,0,0,0,0,0,25590,0,0,0,0,0,0,0,0,0,0,0,0,4.6,4213,0,0,0,0,0,4213,0,0,0,Huddersfield,Wolverhampton,Newcastle,Fulham,Cardiff City,0
Ben,Davies,DEF,TOT,6000000,2,2,2,3.33E-07,3.33E-07,0,18070,0,1,0,0,0,0,0,0.3,18070,0,0,2,0,0.3,0,2,0,0,0,0,0,8.6,3608,0,0,0,0,90,3608,0,0,15,Fulham,Man Utd,Watford,Liverpool,Brighton,6.9
Tom,Davies,MID,EVE,5500000,0,0,0,0,0,0,1132,0,0,0,0,0,0,0,0,1132,0,0,0,0,0,0,0,0,0,0,0,0,0.2,147,0,0,0,0,0,147,0,0,0,Southampton,Bournemouth,Huddersfield,West Ham,Arsenal,0
Steven,Davis,MID,SOU,5000000,0,0,0,0,0,0,688,0,0,0,0,0,0,0,0,688,0,0,0,0,0,0,0,0,0,0,0,0,0.2,90,0,0,0,0,0,90,0,0,0,Everton,Leicester,Crystal Palace,Brighton,Liverpool,0
Kevin,De Bruyne,MID,MCI,10000000,0,0,0,0,0,0,39486,1,0,0,0,0,0,0,0,39486,0,0,0,0,0,0,0,0,0,0,0,0,27.6,17974,0,0,0,0,30,17974,0,0,0,Huddersfield,Wolverhampton,Newcastle,Fulham,Cardiff City,2.6
David,De Gea,GLK,MUN,6000000,3,3,3,5.00E-07,5.00E-07,0,18160,0,1,0,3,0,0,0,0.5,18160,0,0,3,0,0.5,0,3,0,0,0,0,0,30.1,10865,0,0,0,0,90,10865,0,0,15,Brighton,Tottenham,Burnley,Watford,Wolverhampton,2.1
Troy,Deeney,FWD,WAT,6000000,2,2,2,3.33E-07,3.33E-07,0,2321,0,0,0,0,0,0,0,0.3,2321,0,0,2,0,0.3,0,2,0,0,1,0,0,1.1,1587,0,0,0,0,90,1587,0,0,2,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,3.1
Jermain,Defoe,FWD,BOU,6000000,1,1,1,1.67E-07,1.67E-07,0,3133,0,0,0,0,0,0,0,0.2,3133,0,0,1,0,0.2,0,1,0,0,0,0,0,0.9,1043,0,0,0,0,1,1043,0,0,3,West Ham,Everton,Chelsea,Leicester,Burnley,0
Steven,Defour,MID,BUR,5500000,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,32,0,0,0,Watford,Fulham,Man Utd,Wolverhampton,Bournemouth,0
Fabian,Delph,DEF,MCI,5500000,0,0,0,0,0,0,1354,0,0,0,0,0,0,0,0,1354,0,0,0,0,0,0,0,0,0,0,0,0,0.4,173,0,0,0,0,0,173,0,0,0,Huddersfield,Wolverhampton,Newcastle,Fulham,Cardiff City,0
Mousa,Dembele,MID,TOT,5000000,1,1,1,2.00E-07,2.00E-07,0,6013,0,0,0,0,0,0,0,0.2,6013,0,0,1,0,0.2,0,1,0,0,0,0,0,1.6,2104,0,0,0,0,22,2104,0,0,2,Fulham,Man Utd,Watford,Liverpool,Brighton,0.5
Leander,Dendoncker,MID,WOL,4500000,0,0,0,0,0,0,1686,0,0,0,0,0,0,0,0,1686,0,0,0,0,0,0,0,0,0,0,0,0,0.5,931,0,0,0,0,0,931,0,0,0,Leicester,Man City,West Ham,Burnley,Man Utd,0
Laurent,Depoitre,FWD,HUD,5500000,1,1,1,1.82E-07,1.82E-07,0,3791,0,1,0,0,0,0,0,0.2,3791,0,0,1,0,0.2,0,1,0,0,0,0,0,1.3,248,0,0,0,0,45,248,0,0,0,Man City,Cardiff City,Everton,Crystal Palace,Leicester,1.8
Gerard,Deulofeu,MID,WAT,5500000,0,0,0,0,0,0,2470,0,0,0,0,0,0,0,0,2470,0,0,0,0,0,0,0,0,0,0,0,0,0.4,126,0,0,0,0,0,126,0,0,0,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,0
Fousseni,Diabate,MID,LEI,5000000,0,0,0,0,0,0,376,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0.1,28,0,0,0,0,0,28,0,0,0,Wolverhampton,Southampton,Liverpool,Bournemouth,Huddersfield,0
Adama,Diakhaby,MID,HUD,5000000,1,1,1,2.00E-07,2.00E-07,0,279,0,1,0,0,0,0,0,0.2,279,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,18,0,0,0,0,19,18,0,0,2,Man City,Cardiff City,Everton,Crystal Palace,Leicester,0.5
Mohamed,Diame,MID,NEW,5000000,1,1,1,2.00E-07,2.00E-07,0,306,1,2,0,0,0,0,0,0.2,306,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,168,0,0,0,0,90,168,0,0,7,Cardiff City,Chelsea,Man City,Arsenal,Crystal Palace,3.2
Brahim,Diaz,MID,MCI,5000000,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0.1,75,0,0,0,0,0,75,0,0,0,Huddersfield,Wolverhampton,Newcastle,Fulham,Cardiff City,0
Eric,Dier,MID,TOT,5000000,1,1,1,2.00E-07,2.00E-07,0,13863,1,1,0,0,0,0,0,0.2,13863,0,0,1,0,0.2,0,1,0,0,0,0,0,2.1,1169,0,0,0,0,87,1169,0,0,15,Fulham,Man Utd,Watford,Liverpool,Brighton,2.8
Lucas,Digne,DEF,EVE,5000000,1,1,1,2.00E-07,2.00E-07,0,11051,0,0,0,0,0,0,0,0.2,11051,0,0,1,0,0.2,0,1,0,0,0,0,0,2.9,1927,0,0,0,0,4,1927,0,0,2,Southampton,Bournemouth,Huddersfield,West Ham,Arsenal,0
Issa,Diop,DEF,WHU,4500000,0,0,0,0,0,0,2892,0,0,0,0,0,0,0,0,2892,0,0,0,0,0,0,0,0,0,0,0,0,0.9,363,0,0,0,0,0,363,0,0,0,Bournemouth,Arsenal,Wolverhampton,Everton,Chelsea,0
Matt,Doherty,DEF,WOL,4500000,1,1,1,2.22E-07,2.22E-07,0,2215,0,2,0,0,0,0,0,0.2,2215,0,0,1,0,0.2,0,1,0,0,0,0,0,1.2,445,0,0,0,0,90,445,0,0,11,Leicester,Man City,West Ham,Burnley,Man Utd,4.6
Abdoulaye,Doucoure,MID,WAT,6000000,3,3,3,5.00E-07,5.00E-07,0,6106,0,0,0,0,0,0,0,0.5,6106,0,0,3,0,0.5,0,3,0,0,1,0,0,2.2,1271,0,0,0,0,90,1271,0,0,16,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,3.9
Barry,Douglas,DEF,WOL,5000000,0,0,0,0,0,0,756,0,0,0,0,0,0,0,0,756,0,0,0,0,0,0,0,0,0,0,0,0,0.1,8,0,0,0,0,0,8,0,0,0,Leicester,Man City,West Ham,Burnley,Man Utd,0
Daniel,Drinkwater,MID,CHE,5000000,0,0,0,0,0,0,880,0,0,0,0,0,0,0,0,880,0,0,0,0,0,0,0,0,0,0,0,0,0.2,135,0,0,0,0,0,135,0,0,0,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,0
Martin,Dubravka,GLK,NEW,5000000,2,2,2,4.00E-07,4.00E-07,0,315,0,2,0,3,0,0,0,0.4,315,0,0,2,0,0.4,0,2,0,0,0,0,0,0.4,585,0,0,0,0,90,585,0,0,15,Cardiff City,Chelsea,Man City,Arsenal,Crystal Palace,3.3
Shane,Duffy,DEF,BHA,4500000,1,1,1,2.22E-07,2.22E-07,0,6560,0,2,0,0,0,0,0,0.2,6560,0,0,1,0,0.2,0,1,0,0,0,0,0,3.1,447,0,0,0,0,90,447,0,0,16,Man Utd,Liverpool,Fulham,Southampton,Tottenham,2.7
Paul,Dummett,DEF,NEW,4500000,1,1,1,2.22E-07,2.22E-07,0,373,0,2,0,0,0,0,0,0.2,373,0,0,1,0,0.2,0,1,0,0,0,0,0,0.2,618,0,0,0,0,90,618,0,0,8,Cardiff City,Chelsea,Man City,Arsenal,Crystal Palace,1.2
Lewis,Dunk,DEF,BHA,4500000,1,1,1,2.22E-07,2.22E-07,0,6062,0,2,0,0,0,0,0,0.2,6062,0,0,1,0,0.2,0,1,0,0,0,0,0,3.1,806,0,0,0,0,90,806,0,0,14,Man Utd,Liverpool,Fulham,Southampton,Tottenham,1.5
Erik,Durm,DEF,HUD,4500000,0,0,0,0,0,0,1400,0,0,0,0,0,0,0,0,1400,0,0,0,0,0,0,0,0,0,0,0,0,0.2,22,0,0,0,0,0,22,0,0,0,Man City,Cardiff City,Everton,Crystal Palace,Leicester,0
Bruno,Ecuele Manga,DEF,CAR,4500000,1,1,1,2.22E-07,2.22E-07,0,237,0,2,0,0,0,0,0,0.2,237,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,81,0,0,0,0,90,81,0,0,8,Newcastle,Huddersfield,Arsenal,Chelsea,Man City,1.6
,Ederson,GLK,MCI,5500000,8,8,8,1.45E-06,1.45E-06,0,8157,0,0,0,3,0,0,0,1.5,8157,0,0,8,0,1.5,0,8,1,0,1,0,0,17.9,31851,0,0,0,0,90,31851,0,0,27,Huddersfield,Wolverhampton,Newcastle,Fulham,Cardiff City,2.1
Robert,Elliot,GLK,NEW,4500000,0,0,0,0,0,0,612,0,0,0,0,0,0,0,0,612,0,0,0,0,0,0,0,0,0,0,0,0,0.4,126,0,0,0,0,0,126,0,0,0,Cardiff City,Chelsea,Man City,Arsenal,Crystal Palace,0
Mohamed,Elneny,MID,ARS,4500000,0,0,0,0,0,0,8806,0,0,0,0,0,0,0,0,8806,0,0,0,0,0,0,0,0,0,0,0,0,2.7,2089,0,0,0,0,0,2089,0,0,0,Chelsea,West Ham,Cardiff City,Newcastle,Everton,0
Mohamed,Elyounoussi,MID,SOU,6500000,1,1,1,1.54E-07,1.54E-07,0,1797,0,0,0,0,0,0,0,0.2,1797,0,0,1,0,0.2,0,1,0,0,0,0,0,0.5,252,0,0,0,0,34,252,0,0,6,Everton,Leicester,Crystal Palace,Brighton,Liverpool,9.6
,Emerson,DEF,CHE,5500000,0,0,0,0,0,0,925,0,0,0,0,0,0,0,0,925,0,0,0,0,0,0,0,0,0,0,0,0,0.2,80,0,0,0,0,0,80,0,0,0,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,0
Bright,Enobakhare,MID,WOL,4500000,0,0,0,0,0,0,886,0,0,0,0,0,0,0,0,886,0,0,0,0,0,0,0,0,0,0,0,0,0.3,83,0,0,0,0,0,83,0,0,0,Leicester,Man City,West Ham,Burnley,Man Utd,0
Christian,Eriksen,MID,TOT,9500000,2,2,2,2.11E-07,2.11E-07,0,36130,0,1,0,0,0,0,0,0.2,36130,0,0,2,0,0.2,0,2,0,0,0,0,0,17.2,7819,0,0,0,0,90,7819,0,0,15,Fulham,Man Utd,Watford,Liverpool,Brighton,10.4
Neil,Etheridge,GLK,CAR,4500000,6,6,6,1.33E-06,1.33E-06,0,305,0,2,0,2,0,0,0,1.3,305,0,0,6,0,1.3,0,6,0,0,0,0,0,0.3,1020,0,0,1,0,90,1020,0,0,26,Newcastle,Huddersfield,Arsenal,Chelsea,Man City,3.8
Jonny,Evans,DEF,LEI,5000000,0,0,0,0,0,0,899,0,0,0,0,0,0,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0.4,250,0,0,0,0,0,250,0,0,0,Wolverhampton,Southampton,Liverpool,Bournemouth,Huddersfield,0
Lukasz,Fabianski,GLK,WHU,4500000,1,1,1,2.22E-07,2.22E-07,0,13663,0,4,0,4,0,0,0,0.2,13663,0,0,1,0,0.2,0,1,0,0,0,0,0,18.8,4958,0,0,0,0,90,4958,0,0,18,Bournemouth,Arsenal,Wolverhampton,Everton,Chelsea,3
,Fabinho,MID,LIV,6000000,0,0,0,0,0,0,6385,0,0,0,0,0,0,0,0,6385,0,0,0,0,0,0,0,0,0,0,0,0,1,694,0,0,0,0,0,694,0,0,0,Crystal Palace,Brighton,Leicester,Tottenham,Southampton,0
Cesc,Fabregas,MID,CHE,6500000,0,0,0,0,0,0,13140,0,0,0,0,0,0,0,0,13140,0,0,0,0,0,0,0,0,0,0,0,0,1.2,523,0,0,0,0,0,523,0,0,0,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,0
,Fabri,GLK,FUL,4500000,3,3,3,6.67E-07,6.67E-07,0,369,0,2,0,7,0,0,0,0.7,369,0,0,3,0,0.7,0,3,0,0,0,0,0,0.3,338,0,0,0,0,90,338,0,0,20,Tottenham,Burnley,Brighton,Man City,Watford,5
,Felipe Anderson,MID,WHU,7000000,2,2,2,2.86E-07,2.86E-07,0,9086,0,3,0,0,0,0,0,0.3,9086,0,0,2,0,0.3,0,2,0,0,0,0,0,3.8,2293,0,0,0,0,61,2293,0,0,10,Bournemouth,Arsenal,Wolverhampton,Everton,Chelsea,4.4
Marouane,Fellaini,MID,MUN,5000000,1,1,1,2.00E-07,2.00E-07,0,2058,0,1,0,0,0,0,0,0.2,2058,0,0,1,0,0.2,0,1,0,0,0,0,0,0.7,1125,0,0,0,0,6,1125,0,0,4,Brighton,Tottenham,Burnley,Watford,Wolverhampton,0.7
Edimilson,Fernandes,MID,WHU,4500000,0,0,0,0,0,0,1864,0,0,0,0,0,0,0,0,1864,0,0,0,0,0,0,0,0,0,0,0,0,0.3,46,0,0,0,0,0,46,0,0,0,Bournemouth,Arsenal,Wolverhampton,Everton,Chelsea,0
Federico,Fernandez,DEF,NEW,4500000,0,0,0,0,0,0,711,0,0,0,0,0,0,0,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0.2,171,0,0,0,0,0,171,0,0,0,Cardiff City,Chelsea,Man City,Arsenal,Crystal Palace,0
,Fernandinho,MID,MCI,5500000,3,3,3,5.45E-07,5.45E-07,0,14572,0,0,0,0,0,0,0,0.5,14572,0,0,3,0,0.5,0,3,0,0,1,0,0,6.8,5249,0,0,0,0,90,5249,0,0,12,Huddersfield,Wolverhampton,Newcastle,Fulham,Cardiff City,1.9
Roberto,Firmino,FWD,LIV,9500000,5,5,5,5.26E-07,5.26E-07,0,29120,0,0,0,0,0,0,0,0.5,29120,0,0,5,0,0.5,0,5,0,0,1,0,1,36.4,30504,0,0,0,0,68,30504,0,0,23,Crystal Palace,Brighton,Leicester,Tottenham,Southampton,6.7
Phil,Foden,MID,MCI,5000000,0,0,0,0,0,0,1715,0,0,0,0,0,0,0,0,1715,0,0,0,0,0,0,0,0,0,0,0,0,0.3,223,0,0,0,0,0,223,0,0,0,Huddersfield,Wolverhampton,Newcastle,Fulham,Cardiff City,0
,Fonte,MID,FUL,4500000,0,0,0,0,0,0,1478,0,0,0,0,0,0,0,0,1478,0,0,0,0,0,0,0,0,0,0,0,0,0.4,241,0,0,0,0,0,241,0,0,0,Tottenham,Burnley,Brighton,Man City,Watford,0
Fraser,Forster,GLK,SOU,4500000,0,0,0,0,0,0,3467,0,0,0,0,0,0,0,0,3467,0,0,0,0,0,0,0,0,0,0,0,0,1.3,379,0,0,0,0,0,379,0,0,0,Everton,Leicester,Crystal Palace,Brighton,Liverpool,0
Ben,Foster,GLK,WAT,4500000,6,6,6,1.33E-06,1.33E-06,0,2505,0,0,0,0,0,0,0,1.3,2505,0,0,6,0,1.3,0,6,0,0,1,0,0,5,5444,0,0,0,0,90,5444,0,0,23,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,1.7
Timothy,Fosu-Mensah,DEF,FUL,4500000,0,0,0,0,0,0,3145,0,0,0,0,0,0,0,0,3145,0,0,0,0,0,0,0,0,0,0,0,0,0.9,954,0,0,0,0,0,954,0,0,0,Tottenham,Burnley,Brighton,Man City,Watford,0
Simon,Francis,DEF,BOU,4500000,4,4,4,8.89E-07,8.89E-07,0,787,0,0,0,0,0,0,0,0.9,787,0,0,4,0,0.9,0,4,0,0,0,0,1,0.5,877,0,0,0,0,23,877,0,0,15,West Ham,Everton,Chelsea,Leicester,Burnley,3.7
Ryan,Fraser,MID,BOU,5500000,11,11,11,2.00E-06,2.00E-06,0,2978,0,0,0,0,0,1,0,2,2978,0,0,11,0,2,0,11,3,0,1,0,0,1.8,16833,0,0,0,0,90,16833,0,0,38,West Ham,Everton,Chelsea,Leicester,Burnley,11.1
,Fred,MID,MUN,6000000,2,2,2,3.33E-07,3.33E-07,0,18355,1,0,0,0,0,0,0,0.3,18355,0,0,2,0,0.3,0,2,0,0,1,0,0,4.9,6936,0,0,0,0,75,6936,0,0,8,Brighton,Tottenham,Burnley,Watford,Wolverhampton,1
Ryan,Fredericks,DEF,WHU,5000000,0,0,0,0,0,0,1245,0,4,0,0,0,0,0,0,1245,0,0,0,0,0,0,0,0,0,0,0,0,0.7,313,0,0,0,0,90,313,0,0,5,Bournemouth,Arsenal,Wolverhampton,Everton,Chelsea,0.8
Christian,Fuchs,DEF,LEI,4500000,0,0,0,0,0,0,3638,0,0,0,0,0,0,0,0,3638,0,0,0,0,0,0,0,0,0,0,0,0,0.9,333,0,0,0,0,0,333,0,0,0,Wolverhampton,Southampton,Liverpool,Bournemouth,Huddersfield,0
Manolo,Gabbiadini,FWD,SOU,6000000,1,1,1,1.67E-07,1.67E-07,0,1363,0,0,0,0,0,0,0,0.2,1363,0,0,1,0,0.2,0,1,0,0,0,0,0,0.4,366,0,0,0,0,18,366,0,0,3,Everton,Leicester,Crystal Palace,Brighton,Liverpool,0.5
Dwight,Gayle,FWD,NEW,6000000,0,0,0,0,0,0,2494,0,0,0,0,0,0,0,0,2494,0,0,0,0,0,0,0,0,0,0,0,0,0.2,28,0,0,0,0,0,28,0,0,0,Cardiff City,Chelsea,Man City,Arsenal,Crystal Palace,0
Rachid,Ghezzal,MID,LEI,5500000,1,1,1,1.82E-07,1.82E-07,0,1064,0,1,0,0,0,0,0,0.2,1064,0,0,1,0,0.2,0,1,0,0,0,0,0,0.2,345,0,0,0,0,27,345,0,0,3,Wolverhampton,Southampton,Liverpool,Bournemouth,Huddersfield,0.8
Morgan,Gibbs-White,MID,WOL,4500000,1,1,1,2.22E-07,2.22E-07,0,971,0,0,0,0,0,0,0,0.2,971,0,0,1,0,0.2,0,1,0,0,0,0,0,0.4,260,0,0,0,0,5,260,0,0,2,Leicester,Man City,West Ham,Burnley,Man Utd,0
Ben,Gibson,DEF,BUR,5000000,0,0,0,0,0,0,1147,0,0,0,0,0,0,0,0,1147,0,0,0,0,0,0,0,0,0,0,0,0,0.4,185,0,0,0,0,0,185,0,0,0,Watford,Fulham,Man Utd,Wolverhampton,Bournemouth,0
Olivier,Giroud,FWD,CHE,8000000,0,0,0,0,0,0,15689,0,0,0,0,0,0,0,0,15689,0,0,0,0,0,0,0,0,0,0,0,0,3.9,1181,0,0,0,0,0,1181,0,0,0,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,0
Heurelho,Gomes,GLK,WAT,4500000,0,0,0,0,0,0,1010,0,0,0,0,0,0,0,0,1010,0,0,0,0,0,0,0,0,0,0,0,0,0.5,118,0,0,0,0,0,118,0,0,0,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,0
Joseph,Gomez,DEF,LIV,5000000,6,6,6,1.20E-06,1.20E-06,0,900,0,0,0,0,0,0,0,1.2,900,0,0,6,0,1.2,0,6,0,0,1,0,0,0.4,3492,0,0,0,0,90,3492,0,0,27,Crystal Palace,Brighton,Leicester,Tottenham,Southampton,2.5
Dan,Gosling,MID,BOU,5000000,3,3,3,6.00E-07,6.00E-07,0,242,0,0,0,0,0,0,0,0.6,242,0,0,3,0,0.6,0,3,0,0,1,0,0,0.1,253,0,0,0,0,90,253,0,0,12,West Ham,Everton,Chelsea,Leicester,Burnley,3.5
Lee,Grant,GLK,MUN,5000000,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,35,0,0,0,Brighton,Tottenham,Burnley,Watford,Wolverhampton,0
Andre,Gray,FWD,WAT,6000000,2,2,2,3.33E-07,3.33E-07,0,1596,0,0,0,0,0,0,0,0.3,1596,0,0,2,0,0.3,0,2,0,0,1,0,0,0.6,791,0,0,0,0,73,791,0,0,8,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,5.9
Demarai,Gray,MID,LEI,5500000,2,2,2,3.64E-07,3.64E-07,0,2600,0,2,0,0,0,0,0,0.4,2600,0,0,2,0,0.4,0,2,0,0,0,0,0,1.2,5366,0,0,0,0,90,5366,0,0,15,Wolverhampton,Southampton,Liverpool,Bournemouth,Huddersfield,6.1
Pascal,Gro?,MID,BHA,7000000,1,1,1,1.43E-07,1.43E-07,0,33441,0,2,0,0,0,0,0,0.1,33441,0,0,1,0,0.1,0,1,0,0,0,0,0,6.9,653,0,0,0,0,59,653,0,0,6,Man Utd,Liverpool,Fulham,Southampton,Tottenham,3.3
Vicente,Guaita,GLK,CRY,4500000,0,0,0,0,0,0,809,0,0,0,0,0,0,0,0,809,0,0,0,0,0,0,0,0,0,0,0,0,0.2,35,0,0,0,0,0,35,0,0,0,Liverpool,Watford,Southampton,Huddersfield,Newcastle,0
Johann Berg,Gudmundsson,MID,BUR,6000000,3,3,3,5.00E-07,5.00E-07,0,3817,0,0,0,0,0,0,0,0.5,3817,0,0,3,0,0.5,0,3,0,0,1,0,0,2,1015,0,0,0,0,86,1015,0,0,6,Watford,Fulham,Man Utd,Wolverhampton,Bournemouth,7.9
Matteo,Guendouzi,MID,ARS,4500000,2,2,2,4.44E-07,4.44E-07,0,2903,0,2,0,0,0,0,0,0.4,2903,0,0,2,0,0.4,0,2,0,0,0,0,0,1.3,5942,0,0,0,0,90,5942,0,0,15,Chelsea,West Ham,Cardiff City,Newcastle,Everton,1.5
Idrissa,Gueye,MID,EVE,5000000,2,2,2,4.00E-07,4.00E-07,0,1784,0,2,0,0,0,0,0,0.4,1784,0,0,2,0,0.4,0,2,0,0,0,0,0,0.6,538,0,0,0,0,90,538,0,0,15,Southampton,Bournemouth,Huddersfield,West Ham,Arsenal,1.7
Ilkay,Gundogan,MID,MCI,5500000,3,3,3,5.45E-07,5.45E-07,0,3988,0,0,0,0,0,0,0,0.5,3988,0,0,3,0,0.5,0,3,0,0,1,0,0,1.5,4198,0,0,0,0,90,4198,0,0,9,Huddersfield,Wolverhampton,Newcastle,Fulham,Cardiff City,2.1
Angus,Gunn,GLK,SOU,4500000,0,0,0,0,0,0,517,0,0,0,0,0,0,0,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0.3,41,0,0,0,0,0,41,0,0,0,Everton,Leicester,Crystal Palace,Brighton,Liverpool,0
