FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,ICTIndex
Rajiv,van La Parra,MID,HUD,5000000,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0.1,26,0,0,0,0,0,26,0,0,0,Man City,Cardiff City,Everton,Crystal Palace,Leicester,0
Jamie,Vardy,FWD,LEI,9000000,6,6,6,6.67E-07,6.67E-07,0,7586,0,1,0,0,0,1,0,0.7,7586,0,0,6,0,0.7,0,6,1,0,0,0,0,6.8,42132,0,0,0,0,27,42132,0,0,25,Wolverhampton,Southampton,Liverpool,Bournemouth,Huddersfield,9.1
Jan,Vertonghen,DEF,TOT,6000000,11,11,11,1.83E-06,1.83E-06,0,5569,0,1,0,0,0,1,0,1.8,5569,0,0,11,0,1.8,0,11,3,0,0,0,0,10.5,39634,0,0,0,0,90,39634,0,0,35,Fulham,Man Utd,Watford,Liverpool,Brighton,10.8
Jannik,Vestergaard,DEF,SOU,5000000,6,6,6,1.20E-06,1.20E-06,0,676,0,0,0,0,0,0,0,1.2,676,0,0,6,0,1.2,0,6,0,0,1,0,0,0.6,613,0,0,0,0,90,613,0,0,23,Everton,Leicester,Crystal Palace,Brighton,Liverpool,4.7
Luciano,Vietto,FWD,FUL,5500000,1,1,1,1.82E-07,1.82E-07,0,2079,0,1,0,0,0,0,0,0.2,2079,0,0,1,0,0.2,0,1,0,0,0,0,0,0.5,1158,0,0,0,0,19,1158,0,0,6,Tottenham,Burnley,Brighton,Man City,Watford,3.6
,Vinagre,DEF,WOL,4500000,1,1,1,2.22E-07,2.22E-07,0,351,0,0,0,0,0,0,0,0.2,351,0,0,1,0,0.2,0,1,0,0,0,0,0,0.2,66,0,0,0,0,14,66,0,0,3,Leicester,Man City,West Ham,Burnley,Man Utd,0.3
Nikola,Vlasic,MID,EVE,5000000,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,37,0,0,0,Southampton,Bournemouth,Huddersfield,West Ham,Arsenal,0
Sam,Vokes,FWD,BUR,5500000,1,1,1,1.82E-07,1.82E-07,0,3049,0,0,0,0,0,0,0,0.2,3049,0,0,1,0,0.2,0,1,0,0,0,0,0,1.1,1511,0,0,0,0,17,1511,0,0,2,Watford,Fulham,Man Utd,Wolverhampton,Bournemouth,0.2
Michel,Vorm,GLK,TOT,5000000,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0.1,44,0,0,0,0,0,44,0,0,0,Fulham,Man Utd,Watford,Liverpool,Brighton,0
Matej,Vydra,FWD,BUR,6000000,0,0,0,0,0,0,909,0,0,0,0,0,0,0,0,909,0,0,0,0,0,0,0,0,0,0,0,0,0.1,84,0,0,0,0,0,84,0,0,0,Watford,Fulham,Man Utd,Wolverhampton,Bournemouth,0
Theo,Walcott,MID,EVE,6500000,2,2,2,3.08E-07,3.08E-07,0,6394,0,2,0,0,0,0,0,0.3,6394,0,0,2,0,0.3,0,2,0,0,0,0,0,2,2823,0,0,0,0,90,2823,0,0,6,Southampton,Bournemouth,Huddersfield,West Ham,Arsenal,1.3
Kyle,Walker,DEF,MCI,6500000,7,7,7,1.08E-06,1.08E-06,0,8113,0,0,0,0,0,0,0,1.1,8113,0,0,7,0,1.1,0,7,1,0,1,0,0,12.5,14812,0,0,0,0,90,14812,0,0,27,Huddersfield,Wolverhampton,Newcastle,Fulham,Cardiff City,1.6
Kyle,Walker-Peters,DEF,TOT,4500000,0,0,0,0,0,0,2737,0,0,0,0,0,0,0,0,2737,0,0,0,0,0,0,0,0,0,0,0,0,0.5,919,0,0,0,0,0,919,0,0,0,Fulham,Man Utd,Watford,Liverpool,Brighton,0
Jonathan,Walters,MID,BUR,5000000,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0.1,73,0,0,0,0,0,73,0,0,0,Watford,Fulham,Man Utd,Wolverhampton,Bournemouth,0
Aaron,Wan-Bissaka,DEF,CRY,4000000,12,12,12,3.00E-06,3.00E-06,0,4568,0,0,0,0,0,0,0,3,4568,0,0,12,0,3,0,12,3,0,1,0,1,18.2,159159,0,0,0,1,90,159159,0,0,38,Liverpool,Watford,Southampton,Huddersfield,Newcastle,6
Victor,Wanyama,MID,TOT,5000000,0,0,0,0,0,0,379,0,0,0,0,0,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,36,0,0,0,Fulham,Man Utd,Watford,Liverpool,Brighton,0
Danny,Ward,MID,CAR,4500000,1,1,1,2.22E-07,2.22E-07,0,861,0,1,0,0,0,0,0,0.2,861,0,0,1,0,0.2,0,1,0,0,0,0,0,0.3,393,0,0,0,0,28,393,0,0,3,Newcastle,Huddersfield,Arsenal,Chelsea,Man City,0.1
Danny,Ward,GLK,LEI,4500000,0,0,0,0,0,0,444,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0.2,53,0,0,0,0,0,53,0,0,0,Wolverhampton,Southampton,Liverpool,Bournemouth,Huddersfield,0
Joel,Ward,DEF,CRY,4500000,0,0,0,0,0,0,1578,0,0,0,0,0,0,0,0,1578,0,0,0,0,0,0,0,0,0,0,0,0,0.4,175,0,0,0,0,0,175,0,0,0,Liverpool,Watford,Southampton,Huddersfield,Newcastle,0
Stephen,Ward,DEF,BUR,5000000,6,6,6,1.20E-06,1.20E-06,0,2293,0,0,0,0,0,0,0,1.2,2293,0,0,6,0,1.2,0,6,0,0,1,0,0,2.6,2827,0,0,0,0,90,2827,0,0,24,Watford,Fulham,Man Utd,Wolverhampton,Bournemouth,4.2
James,Ward-Prowse,MID,SOU,5500000,0,0,0,0,0,0,2267,0,0,0,0,0,0,0,0,2267,0,0,0,0,0,0,0,0,0,0,0,0,0.5,157,0,0,0,0,0,157,0,0,0,Everton,Leicester,Crystal Palace,Brighton,Liverpool,0
Danny,Welbeck,FWD,ARS,6500000,0,0,0,0,0,0,4739,0,0,0,0,0,0,0,0,4739,0,0,0,0,0,0,0,0,0,0,0,0,0.5,318,0,0,0,0,0,318,0,0,0,Chelsea,West Ham,Cardiff City,Newcastle,Everton,0
Nahki,Wells,FWD,BUR,4500000,0,0,0,0,0,0,4992,0,0,0,0,0,0,0,0,4992,0,0,0,0,0,0,0,0,0,0,0,0,2.3,2932,0,0,0,0,0,2932,0,0,0,Watford,Fulham,Man Utd,Wolverhampton,Bournemouth,0
Ashley,Westwood,MID,BUR,4500000,3,3,3,6.67E-07,6.67E-07,0,1455,0,0,0,0,0,0,0,0.7,1455,0,0,3,0,0.7,0,3,0,0,1,0,0,0.5,8302,0,0,0,0,90,8302,0,0,13,Watford,Fulham,Man Utd,Wolverhampton,Bournemouth,5
Connor,Wickham,FWD,CRY,5000000,0,0,0,0,0,0,1332,0,0,0,0,0,0,0,0,1332,0,0,0,0,0,0,0,0,0,0,0,0,0.2,70,0,0,0,0,0,70,0,0,0,Liverpool,Watford,Southampton,Huddersfield,Newcastle,0
Georginio,Wijnaldum,MID,LIV,5500000,3,3,3,5.45E-07,5.45E-07,0,1999,0,0,0,0,0,0,0,0.5,1999,0,0,3,0,0.5,0,3,0,0,1,0,0,0.7,1512,0,0,0,0,90,1512,0,0,7,Crystal Palace,Brighton,Leicester,Tottenham,Southampton,2.2
Ashley,Williams,DEF,EVE,4500000,0,0,0,0,0,0,1384,0,0,0,0,0,0,0,0,1384,0,0,0,0,0,0,0,0,0,0,0,0,0.1,24,0,0,0,0,0,24,0,0,0,Southampton,Bournemouth,Huddersfield,West Ham,Arsenal,0
Danny,Williams,MID,HUD,4500000,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,Man City,Cardiff City,Everton,Crystal Palace,Leicester,0
,Willian,MID,CHE,7500000,6,6,6,8.00E-07,8.00E-07,0,14329,0,0,0,0,0,0,0,0.8,14329,0,0,6,0,0.8,0,6,0,0,1,0,1,9.2,21022,0,0,0,0,75,21022,0,0,17,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,9.7
Jack,Wilshere,MID,WHU,5000000,2,2,2,4.00E-07,4.00E-07,0,12515,0,4,0,0,0,0,0,0.4,12515,0,0,2,0,0.4,0,2,0,0,0,0,0,5,3449,0,0,0,0,90,3449,0,0,10,Bournemouth,Arsenal,Wolverhampton,Everton,Chelsea,1.7
Callum,Wilson,FWD,BOU,6000000,8,8,8,1.33E-06,1.33E-06,0,7817,0,0,0,0,0,1,0,1.3,7817,0,0,8,0,1.3,1,8,1,0,1,0,1,5.1,62311,0,0,0,1,90,62311,0,0,31,West Ham,Everton,Chelsea,Leicester,Burnley,18.2
Harry,Winks,MID,TOT,5500000,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,Fulham,Man Utd,Watford,Liverpool,Brighton,0
Chris,Wood,FWD,BUR,6500000,2,2,2,3.08E-07,3.08E-07,0,1149,0,0,0,0,0,0,0,0.3,1149,0,0,2,0,0.3,0,2,0,0,1,0,0,0.5,1193,0,0,0,0,72,1193,0,0,2,Watford,Fulham,Man Utd,Wolverhampton,Bournemouth,6.1
Granit,Xhaka,MID,ARS,5500000,1,1,1,1.82E-07,1.82E-07,0,15730,1,2,0,0,0,0,0,0.2,15730,0,0,1,0,0.2,0,1,0,0,0,0,0,4.5,2596,0,0,0,0,69,2596,0,0,10,Chelsea,West Ham,Cardiff City,Newcastle,Everton,1
Andriy,Yarmolenko,MID,WHU,7000000,1,1,1,1.43E-07,1.43E-07,0,2465,0,1,0,0,0,0,0,0.1,2465,0,0,1,0,0.1,0,1,0,0,0,0,0,1,486,0,0,0,0,23,486,0,0,3,Bournemouth,Arsenal,Wolverhampton,Everton,Chelsea,0.2
DeAndre,Yedlin,DEF,NEW,4500000,1,1,1,2.22E-07,2.22E-07,0,6785,0,2,0,0,0,0,0,0.2,6785,0,0,1,0,0.2,0,1,0,0,0,0,0,1.6,624,0,0,0,0,90,624,0,0,6,Cardiff City,Chelsea,Man City,Arsenal,Crystal Palace,0.8
Maya,Yoshida,DEF,SOU,4500000,0,0,0,0,0,0,5660,0,0,0,0,0,0,0,0,5660,0,0,0,0,0,0,0,0,0,0,0,0,1.5,711,0,0,0,0,0,711,0,0,0,Everton,Leicester,Crystal Palace,Brighton,Liverpool,0
Ashley,Young,DEF,MUN,6000000,0,0,0,0,0,0,8211,0,0,0,0,0,0,0,0,8211,0,0,0,0,0,0,0,0,0,0,0,0,2,666,0,0,0,0,0,666,0,0,0,Brighton,Tottenham,Burnley,Watford,Wolverhampton,0
Pablo,Zabaleta,DEF,WHU,4500000,0,0,0,0,0,0,10963,0,0,0,0,0,0,0,0,10963,0,0,0,0,0,0,0,0,0,0,0,0,3.6,1277,0,0,0,0,0,1277,0,0,0,Bournemouth,Arsenal,Wolverhampton,Everton,Chelsea,0
Wilfried,Zaha,FWD,CRY,7000000,5,5,5,7.14E-07,7.14E-07,0,24915,1,0,0,0,0,1,0,0.7,24915,0,0,5,0,0.7,0,5,0,0,1,0,0,31.6,50085,0,0,0,0,90,50085,0,0,17,Liverpool,Watford,Southampton,Huddersfield,Newcastle,9.8
Andre-Frank,Zambo Anguissa,MID,FUL,4500000,0,0,0,0,0,0,508,0,0,0,0,0,0,0,0,508,0,0,0,0,0,0,0,0,0,0,0,0,0.1,186,0,0,0,0,0,186,0,0,0,Tottenham,Burnley,Brighton,Man City,Watford,0
,Zanka,DEF,HUD,4500000,1,1,1,2.22E-07,2.22E-07,0,22302,0,3,0,0,0,0,0,0.2,22302,0,0,1,0,0.2,0,1,0,0,0,0,0,9.5,1008,0,0,0,0,90,1008,0,0,23,Man City,Cardiff City,Everton,Crystal Palace,Leicester,3.5
Davide,Zappacosta,DEF,CHE,5500000,0,0,0,0,0,0,1858,0,0,0,0,0,0,0,0,1858,0,0,0,0,0,0,0,0,0,0,0,0,0.3,201,0,0,0,0,0,201,0,0,0,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,0
Marvin,Zeegelaar,DEF,WAT,4500000,0,0,0,0,0,0,553,0,0,0,0,0,0,0,0,553,0,0,0,0,0,0,0,0,0,0,0,0,0.1,36,0,0,0,0,0,36,0,0,0,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,0
Oleksandr,Zinchenko,MID,MCI,5000000,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0.1,49,0,0,0,0,0,49,0,0,0,Huddersfield,Wolverhampton,Newcastle,Fulham,Cardiff City,0
Kenneth,Zohore,FWD,CAR,5000000,0,0,0,0,0,0,3633,0,0,0,0,0,0,0,0,3633,0,0,0,0,0,0,0,0,0,0,0,0,0.7,248,0,0,0,0,0,248,0,0,0,Newcastle,Huddersfield,Arsenal,Chelsea,Man City,0
